Nº documento;Fe.contabilización;Hora de entrada
3200009255;18/07/2014;10:39:57
3200000884;03/02/2015;10:40:03
3200000884;03/02/2015;10:40:03
3200000884;03/02/2015;10:40:03
3200000884;03/02/2015;10:40:03
3200000884;03/02/2015;10:40:03
3200003574;30/03/2015;10:40:03
3200002361;06/03/2015;10:40:05
3200013450;17/11/2015;10:40:07
3200013450;17/11/2015;10:40:07
3200013450;17/11/2015;10:40:07
3200014989;01/12/2014;10:40:08
3200012555;27/10/2015;10:40:09
3200012555;27/10/2015;10:40:09
3200012896;14/10/2014;10:40:11
3200007844;09/07/2015;10:40:12
3200007844;09/07/2015;10:40:12
3200007844;09/07/2015;10:40:12
3200007844;09/07/2015;10:40:12
3200007844;09/07/2015;10:40:12
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3200012689;08/10/2014;10:40:14
3000020418;22/04/2014;10:40:19
3200013208;20/10/2014;10:40:19
3200013946;05/11/2014;10:40:21
3200006178;23/05/2014;10:40:22
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200005634;20/05/2015;10:40:25
3200002929;17/03/2015;10:40:25
3200009822;25/08/2015;10:40:27
3200009822;25/08/2015;10:40:27
3200009822;25/08/2015;10:40:27
3200009822;25/08/2015;10:40:27
3200009822;25/08/2015;10:40:27
3200009822;25/08/2015;10:40:27
3200003889;09/04/2014;10:40:30
3200010981;29/08/2014;10:40:31
3200010981;29/08/2014;10:40:31
3200010981;29/08/2014;10:40:31
3200010981;29/08/2014;10:40:31
3200000709;29/01/2014;10:40:34
3200000759;30/01/2014;10:40:34
3200004711;24/04/2015;10:40:41
3200011281;28/09/2015;10:40:42
3200011281;28/09/2015;10:40:42
3200013322;21/10/2014;10:40:45
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3200006725;15/06/2015;10:40:47
3000046052;03/09/2014;10:40:49
3200014531;09/12/2015;10:40:49
3200005919;22/05/2014;10:40:56
3000020419;22/04/2014;10:40:56
3200007157;06/06/2014;10:40:57
3200007157;06/06/2014;10:40:57
3000001147;21/01/2015;10:40:57
3200006398;26/05/2014;10:41:00
3200006398;26/05/2014;10:41:00
3200006398;26/05/2014;10:41:00
3200006398;26/05/2014;10:41:00
3200006398;26/05/2014;10:41:00
3200000358;17/01/2014;10:41:04
3200000358;17/01/2014;10:41:04
3200000358;17/01/2014;10:41:04
3200000358;17/01/2014;10:41:04
3200009256;18/07/2014;10:41:05
3200009256;18/07/2014;10:41:05
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200007447;11/06/2014;10:41:07
3200013228;12/11/2015;10:41:08
3200013228;12/11/2015;10:41:08
3200013228;12/11/2015;10:41:08
3200000885;03/02/2015;10:41:09
3200000885;03/02/2015;10:41:09
3200002285;05/03/2015;10:41:11
3200002285;05/03/2015;10:41:11
3000020420;22/04/2014;10:41:14
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200014459;08/12/2015;10:41:16
3200002930;17/03/2015;10:41:23
3200006179;23/05/2014;10:41:23
3200003575;30/03/2015;10:41:24
3200011048;23/09/2015;10:41:25
3200005351;19/05/2014;10:41:26
3200005351;19/05/2014;10:41:26
3200007845;09/07/2015;10:41:26
3200007845;09/07/2015;10:41:26
3200007845;09/07/2015;10:41:26
3200009744;24/08/2015;10:41:27
3200009744;24/08/2015;10:41:27
3200009744;24/08/2015;10:41:27
3200009744;24/08/2015;10:41:27
3200009744;24/08/2015;10:41:27
3200006552;27/05/2014;10:41:32
3200006552;27/05/2014;10:41:32
3000020421;22/04/2014;10:41:33
3200000077;06/01/2014;10:41:36
3200004712;24/04/2015;10:41:40
3200012897;14/10/2014;10:41:47
3200013948;05/11/2014;10:41:52
3200013948;05/11/2014;10:41:52
3000020422;22/04/2014;10:41:53
3200010982;29/08/2014;10:41:57
3200010982;29/08/2014;10:41:57
3200010982;29/08/2014;10:41:57
3200010982;29/08/2014;10:41:57
3200013323;21/10/2014;10:41:58
3200000595;26/01/2015;10:41:59
3200005480;15/05/2015;10:42:06
3200003577;30/03/2015;10:42:06
3200000456;21/01/2014;10:42:06
3200000456;21/01/2014;10:42:06
3200000456;21/01/2014;10:42:06
3200000456;21/01/2014;10:42:06
3200000456;21/01/2014;10:42:06
3200006399;26/05/2014;10:42:11
3200006399;26/05/2014;10:42:11
3200006399;26/05/2014;10:42:11
3200006399;26/05/2014;10:42:11
3200006399;26/05/2014;10:42:11
3200005920;22/05/2014;10:42:12
3200013209;20/10/2014;10:42:14
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3200000102;10/01/2015;10:42:15
3000020423;22/04/2014;10:42:16
3000037502;22/07/2014;10:42:17
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200012398;23/10/2015;10:42:18
3200006181;23/05/2014;10:42:25
3200009257;18/07/2014;10:42:25
3200009257;18/07/2014;10:42:25
3200002931;17/03/2015;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200000030;03/01/2014;10:42:27
3200009263;12/08/2015;10:42:29
3200003497;27/03/2015;10:42:31
3200003497;27/03/2015;10:42:31
3200003497;27/03/2015;10:42:31
3200003497;27/03/2015;10:42:31
3200003497;27/03/2015;10:42:31
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200006726;15/06/2015;10:42:33
3200007846;09/07/2015;10:42:34
3200007846;09/07/2015;10:42:34
3200005352;19/05/2014;10:42:37
3000020424;22/04/2014;10:42:39
3200010403;08/09/2015;10:42:43
3200000096;07/01/2014;10:42:45
3200000416;20/01/2014;10:42:45
3200006894;02/06/2014;10:42:48
3200006894;02/06/2014;10:42:48
3200006894;02/06/2014;10:42:48
3000022298;23/05/2015;10:42:49
3200010983;29/08/2014;10:42:50
3200004357;22/04/2014;10:42:50
3200004357;22/04/2014;10:42:50
3200004357;22/04/2014;10:42:50
3200004357;22/04/2014;10:42:50
3200010983;29/08/2014;10:42:50
3200010312;07/09/2015;10:42:52
3200010312;07/09/2015;10:42:52
3200010312;07/09/2015;10:42:52
3200010312;07/09/2015;10:42:52
3200007158;06/06/2014;10:42:53
3200007158;06/06/2014;10:42:53
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200007588;13/06/2014;10:42:55
3200005921;22/05/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3200008734;08/07/2014;10:42:58
3000020425;22/04/2014;10:42:59
3200003042;26/03/2014;10:43:00
3200003042;26/03/2014;10:43:00
3200004713;24/04/2015;10:43:02
3200009823;25/08/2015;10:43:02
3200009823;25/08/2015;10:43:02
3200002362;06/03/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200009264;12/08/2015;10:43:08
3200003498;27/03/2015;10:43:08
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200009745;24/08/2015;10:43:10
3200013324;21/10/2014;10:43:12
3200015612;16/12/2014;10:43:13
3200013210;20/10/2014;10:43:14
3200006671;12/06/2015;10:43:16
3200003578;30/03/2015;10:43:18
3200013229;12/11/2015;10:43:18
3200013229;12/11/2015;10:43:18
3200013229;12/11/2015;10:43:18
3000020426;22/04/2014;10:43:22
3200012898;14/10/2014;10:43:26
3000050031;30/10/2015;10:43:27
3000050031;30/10/2015;10:43:27
3200002932;17/03/2015;10:43:31
3200006184;23/05/2014;10:43:32
3200011437;30/09/2015;10:43:33
3200013451;17/11/2015;10:43:34
3200013451;17/11/2015;10:43:34
3200013451;17/11/2015;10:43:34
3000020427;22/04/2014;10:43:42
3200000417;20/01/2014;10:43:46
3200005353;19/05/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200000417;20/01/2014;10:43:46
3200007847;09/07/2015;10:43:47
3200007847;09/07/2015;10:43:47
3200007847;09/07/2015;10:43:47
3200002286;05/03/2015;10:43:51
3200002286;05/03/2015;10:43:51
3200014914;28/11/2014;10:43:52
3200004637;23/04/2015;10:43:55
3200004637;23/04/2015;10:43:55
3200004637;23/04/2015;10:43:55
3200000760;30/01/2014;10:43:55
3200010984;29/08/2014;10:43:57
3200006727;15/06/2015;10:43:59
3200006727;15/06/2015;10:43:59
3200006401;26/05/2014;10:44:02
3200004714;24/04/2015;10:44:02
3200006401;26/05/2014;10:44:02
3200006401;26/05/2014;10:44:02
3200006401;26/05/2014;10:44:02
3200006401;26/05/2014;10:44:02
3000020428;22/04/2014;10:44:03
3200005922;22/05/2014;10:44:04
3200013950;05/11/2014;10:44:04
3200013950;05/11/2014;10:44:04
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200011530;05/10/2015;10:44:06
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200002597;11/03/2015;10:44:07
3200005435;14/05/2015;10:44:08
3200005435;14/05/2015;10:44:08
3200003043;26/03/2014;10:44:09
3000037504;22/07/2014;10:44:09
3200003043;26/03/2014;10:44:09
3200014532;09/12/2015;10:44:11
3200003499;27/03/2015;10:44:14
3200000496;22/01/2014;10:44:15
3200000496;22/01/2014;10:44:15
3200000496;22/01/2014;10:44:15
3200000496;22/01/2014;10:44:15
3200000496;22/01/2014;10:44:15
3200000496;22/01/2014;10:44:15
3200007159;06/06/2014;10:44:18
3200007159;06/06/2014;10:44:18
3000020429;22/04/2014;10:44:22
3200002933;17/03/2015;10:44:22
3200006845;16/06/2015;10:44:23
3200006845;16/06/2015;10:44:23
3200013325;21/10/2014;10:44:26
3200000117;08/01/2014;10:44:26
3200000117;08/01/2014;10:44:26
3200003579;30/03/2015;10:44:28
3200011282;28/09/2015;10:44:31
3200011282;28/09/2015;10:44:31
3200011282;28/09/2015;10:44:31
3200010689;15/09/2015;10:44:32
3200006185;23/05/2014;10:44:36
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200007589;13/06/2014;10:44:39
3200000359;17/01/2014;10:44:39
3200000359;17/01/2014;10:44:39
3200000359;17/01/2014;10:44:39
3200000359;17/01/2014;10:44:39
3000020430;22/04/2014;10:44:40
3200013951;05/11/2014;10:44:42
3200013951;05/11/2014;10:44:42
3200002287;05/03/2015;10:44:46
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200000044;07/01/2015;10:44:50
3200004715;24/04/2015;10:44:52
3200014350;07/12/2015;10:44:52
3000046056;03/09/2014;10:44:53
3000047495;06/10/2015;10:44:53
3000020431;22/04/2014;10:45:00
3200010985;29/08/2014;10:45:05
3200006728;15/06/2015;10:45:05
3200006728;15/06/2015;10:45:05
3200006728;15/06/2015;10:45:05
3200006728;15/06/2015;10:45:05
3200006728;15/06/2015;10:45:05
3200006728;15/06/2015;10:45:05
3200006728;15/06/2015;10:45:05
3200000497;22/01/2014;10:45:06
3200000497;22/01/2014;10:45:06
3200000497;22/01/2014;10:45:06
3200007160;06/06/2014;10:45:12
3200007160;06/06/2014;10:45:12
3200012899;14/10/2014;10:45:12
3200005924;22/05/2014;10:45:14
3200005354;19/05/2014;10:45:15
3200005354;19/05/2014;10:45:15
3200005354;19/05/2014;10:45:15
3200013952;05/11/2014;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200000886;03/02/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200012791;04/11/2015;10:45:18
3200002934;17/03/2015;10:45:19
3200003044;26/03/2014;10:45:19
3000020432;22/04/2014;10:45:21
3200005436;14/05/2015;10:45:24
3200005436;14/05/2015;10:45:24
3200005436;14/05/2015;10:45:24
3200005436;14/05/2015;10:45:24
3200005436;14/05/2015;10:45:24
3200005436;14/05/2015;10:45:24
3200005436;14/05/2015;10:45:24
3200000761;30/01/2014;10:45:26
3200013326;21/10/2014;10:45:30
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200014915;28/11/2014;10:45:32
3200013230;12/11/2015;10:45:35
3200013230;12/11/2015;10:45:35
3200006186;23/05/2014;10:45:35
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200010690;15/09/2015;10:45:36
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200004960;09/05/2014;10:45:40
3200015613;16/12/2014;10:45:41
3200013953;05/11/2014;10:45:50
3200007450;11/06/2014;10:45:54
3200012728;30/10/2015;10:45:59
3200012728;30/10/2015;10:45:59
3200012728;30/10/2015;10:45:59
3200004716;24/04/2015;10:46:00
3200013023;10/11/2015;10:46:02
3200014916;28/11/2014;10:46:03
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200000103;10/01/2015;10:46:05
3200013231;12/11/2015;10:46:07
3200013231;12/11/2015;10:46:07
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200011867;14/10/2015;10:46:08
3200010986;29/08/2014;10:46:08
3200006729;15/06/2015;10:46:09
3200006729;15/06/2015;10:46:09
3200006729;15/06/2015;10:46:09
3200006729;15/06/2015;10:46:09
3200006729;15/06/2015;10:46:09
3200006729;15/06/2015;10:46:09
3200006729;15/06/2015;10:46:09
3200013698;28/10/2014;10:46:09
3200013698;28/10/2014;10:46:09
3200013698;28/10/2014;10:46:09
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200010468;15/08/2014;10:46:10
3200006553;27/05/2014;10:46:17
3200002935;17/03/2015;10:46:18
3200005925;22/05/2014;10:46:20
3000037506;22/07/2014;10:46:21
3200013099;11/11/2015;10:46:23
3200013099;11/11/2015;10:46:23
3200003580;30/03/2015;10:46:24
3000053838;19/11/2015;10:46:25
3200009824;25/08/2015;10:46:27
3200009824;25/08/2015;10:46:27
3200009824;25/08/2015;10:46:27
3200009824;25/08/2015;10:46:27
3200009824;25/08/2015;10:46:27
3200014535;09/12/2015;10:46:28
3000020434;22/04/2014;10:46:31
3200012900;14/10/2014;10:46:34
3200013232;12/11/2015;10:46:34
3200013232;12/11/2015;10:46:34
3200013232;12/11/2015;10:46:34
3200006187;23/05/2014;10:46:36
3200013954;05/11/2014;10:46:37
3200013954;05/11/2014;10:46:37
3200005356;19/05/2014;10:46:38
3200010313;07/09/2015;10:46:38
3200010313;07/09/2015;10:46:38
3200010313;07/09/2015;10:46:38
3200013233;12/11/2015;10:46:43
3200013233;12/11/2015;10:46:43
3200002289;05/03/2015;10:46:45
3200002289;05/03/2015;10:46:45
3200013327;21/10/2014;10:46:48
3200003045;26/03/2014;10:46:53
3200003045;26/03/2014;10:46:53
3200009987;28/08/2015;10:46:54
3200009987;28/08/2015;10:46:54
3200000045;07/01/2015;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200012622;07/10/2014;10:46:57
3200014097;07/11/2014;10:47:00
3200004717;24/04/2015;10:47:02
3200006554;27/05/2014;10:47:07
3200000031;03/01/2014;10:47:10
3200000031;03/01/2014;10:47:10
3200010988;29/08/2014;10:47:11
3200010988;29/08/2014;10:47:11
3200009374;14/08/2015;10:47:12
3200009374;14/08/2015;10:47:12
3200009374;14/08/2015;10:47:12
3200009374;14/08/2015;10:47:12
3200009374;14/08/2015;10:47:12
3200009374;14/08/2015;10:47:12
3200009374;14/08/2015;10:47:12
